index,file_name,cat,split,link
19,131_jpg.rf.b0db975eca0597bc91d59dab41eafe78.jpg,noPVweb,train,
20,8265_302064787_350nopv_jpg.rf.fc2f3dc303bb37506e57694d21041c1b.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38969680681557%2C8.545959040053365&heading=252.288179295956&fov=120&pitch=12.312972849932928&radius=50&source=outdoor&return_error_code=true&size=1080x1080
21,2334_2373469_103nopv_jpg.rf.c660d4eb104ab46557d38a634c424ec4.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38265216135419%2C8.560250331502038&heading=22.80288333602317&fov=120&pitch=21.8470978412458&radius=50&source=outdoor&return_error_code=true&size=1080x1080
22,002_gsv_00_jpg.rf.d4fe75fcf731dace0f62f77cb5f6bf10.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=-37.8518665%2C144.982411&heading=160.53&fov=75.0&pitch=12.46&return_error_code=true&size=640x640
23,246_web_00_jpg.rf.84eb84cbf364cf32d9fb24d92cb6d5ae.jpg,PVweb,train,https://lh3.googleusercontent.com/p/AF1QipNkQ1-wjzc0PcoARStWQSqPZtmaRTGt_6RHZ8Ib=s680-w680-h510
24,003_web_00_jpg.rf.d3a8b845539c2a1251d72eda94a23dc6.jpg,PVweb,train,https://integratedpv.eurac.edu/sites/default/files/styles/case_study/public/casi-studio/field_image/Fronius%2C%20BIPV%20west%20facade%20%C2%A9%20Dieter%20Moor%20%28ertex%20solar%29.jpg?itok=MQG94L-u
25,488_154278_276nopv_jpg.rf.53d5b46b881b03b341f3d2d926d241a1.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.39085410378259%2C8.550901466463523&heading=85.39561021635988&fov=120&pitch=14.712489675759928&radius=50&source=outdoor&return_error_code=true&size=1080x1080
26,299_gsv_00_jpg.rf.2b4aa8860dab94b5584cf75bf1ec61f6.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=52.3408915%2C4.918752&heading=44.1&fov=60.0&pitch=39.61&return_error_code=true&size=640x640
27,115_web_00_jpg.rf.ae23cbaab815a158776306e6360d4817.jpg,PVweb,train,https://glassbel.com/upload/iblock/62d/2.jpg
28,347_web_01_jpg.rf.eac86dcb36be04d01362e3ab3375aeb1.jpg,PVweb,train,https://www.holz.ch/media/raw/2880239d2ec53fd6ad4ae1bfbb1eb5ffe953e31087559e1446f1aba30fbdaa49/the.phillys-1050224.jpg
29,362_gsv_00_jpg.rf.ad1f80da24e7c9b193fa97a9d5e2ddec.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.5854988%2C9.3365685&heading=51.11&fov=48.8&pitch=2.98&return_error_code=true&size=640x640
30,21_jpg.rf.aff6c172451618162147f540a0251eaa.jpg,noPVweb,train,
31,370_web_03_jpg.rf.52b847236cd6019b07915e3d6e5a1336.jpg,PVweb,train,
32,363_web_03_jpg.rf.6bb67cdfd92aaa2d2e719e9d2e7bf844.jpg,PVweb,train,
33,2111_2365509_040nopv_jpg.rf.9cfafdd6383a586c1a9cc9915a60f45c.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.39320508608775%2C8.494527849980201&heading=225.0785826672231&fov=120&pitch=8.454165785893098&radius=50&source=outdoor&return_error_code=true&size=1080x1080
34,318_web_03_jpg.rf.507840a0b96a80cd79da7db09b3e7d29.jpg,PVweb,train,https://www.sonneninitiative.org/fileadmin/user_upload/Projekte/MBF/_MG_0081bp.JPG
35,201_web_02_jpg.rf.f165d3b9268ec33d668a7426fc58195a.jpg,PVweb,train,"https://static.wixstatic.com/media/4d72a6_8fbe107627fe45dca8dde3038a0ea223~mv2.jpg/v1/crop/x_128,y_0,w_768,h_626/fill/w_589,h_480,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/4d72a6_8fbe107627fe45dca8dde3038a0ea223~mv2.jpg"
36,17_jpg.rf.3a6f943bf23773eea9f94e806324b44a.jpg,noPVweb,train,
37,5_jpg.rf.79105558f85464af1445b67eeb8fbd2d.jpg,noPVweb,train,
38,4302_302019909_229nopv_jpg.rf.2883981bdb75fcb01aac5624ba80b6c6.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.41297257050688%2C8.537127130466484&heading=18.65374352267716&fov=120&pitch=8.620596442075199&radius=50&source=outdoor&return_error_code=true&size=1080x1080
39,65_jpg.rf.838dce61cc429d0a409da3c295474fe4.jpg,noPVweb,train,
40,4472_302020544_260nopv_jpg.rf.d5021cd479f4e52ab1c7fe17e7f8add4.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.40273008667737%2C8.50509917297204&heading=47.886816194419225&fov=120&pitch=10.324534506296226&radius=50&source=outdoor&return_error_code=true&size=1080x1080
41,103_web_00_jpg.rf.f42ec047fa9bd71f277a3a73fe300fc2.jpg,PVweb,train,https://integratedpv.eurac.edu/sites/default/files/styles/big/public/casi-studio/field_gallery/247_7.jpg?itok=wSEB5H8h
42,295_web_02_jpg.rf.0e2f63a1818427fae6112e76f13e53e5.jpg,PVweb,train,https://www.lavoripubblici.it/img-news/2022/sogimi-30052022-02.jpg
43,378_web_04_jpg.rf.ca4b63c43f301aa8d2be2b7f971f93d1.jpg,PVweb,train,
44,402_web_02_jpg.rf.34c68301861196e9945089345bba412f.jpg,PVweb,train,https://cdn.myportfolio.com/645ef5b2f82fdeaf819364ecd9d55d6c/117731c1-424e-4f56-a390-06417cd47b77_rw_1200.jpg?h=cca28eb463e66be456398e2582a8c809
45,193_web_01_jpg.rf.77a69caf840934528803fbd590b06b5d.jpg,PVweb,train,https://www.bipv.ch/images/esempi/amministrativo/CSEM_Facade/img2.jpg
46,166_144014_004nopv_jpg.rf.e60643dee8d94feaf4fae8c6df870a1c.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.35450597135262%2C8.527722322306236&heading=92.28264750024019&fov=120&pitch=25.664454723584285&radius=50&source=outdoor&return_error_code=true&size=1080x1080
47,2456_2377127_124nopv_jpg.rf.e5728d211620d758d535c98f6ed9a2d6.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.37343069600586%2C8.538269180517066&heading=94.81960176357418&fov=120&pitch=25.590841709334235&radius=50&source=outdoor&return_error_code=true&size=1080x1080
48,235_web_00_jpg.rf.1451dcb9ae7321f04150514ee4d70f60.jpg,PVweb,train,https://www.bipv.ch/images/esempi/residenziale/schmolzer/schmlzer_2.png
49,081_web_00_jpg.rf.cdcb84436a15db080d775b8f85a65312.jpg,PVweb,train,https://db-service.toubiz.de/var/plain_site/storage/images/orte/freiburg/solartower-am-hauptbahnhof/freiburg_solar-tower_copyright-fwtm-spiegelhalter-2/2787909-1-ger-DE/Freiburg_Solar-Tower_Copyright-FWTM-Spiegelhalter-2_front_large.jpg
50,4_jpg.rf.95330e06a886fbc344b244b1e90fddeb.jpg,noPVweb,train,
51,047_web_00_jpg.rf.223e12e16bdf026525f8f7a4c5bf5147.jpg,PVweb,train,https://www.researchgate.net/profile/Christophe-Ballif/publication/272528840/figure/fig6/AS:320654546096139@1453461409919/Building-of-the-Tourist-Office-in-Ales-France-integration-of-three-PV-facades-into-a.png
52,77_jpg.rf.7a5cc2deb6e73b671b0207a3d3f1f4eb.jpg,noPVweb,train,
53,261_gsv_00_jpg.rf.5b029f8994d21cb34bce1ad9ec4b64bd.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=33.9345648%2C-118.3480618&heading=21.99&fov=75.0&pitch=24.97&return_error_code=true&size=640x640
54,353_web_03_jpg.rf.9680eb87430b707c0a3b2ec147a81883.jpg,PVweb,train,https://schraner-fenster.ch/wp-content/uploads/2020/10/201009_Effretikon_EBZ-Erweiterung_4963_web-1024x768.jpg
55,011_gsv_00_jpg.rf.b2b509f733795f2d959d0db0a062fbf3.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.2140589%2C10.1141757&heading=122.32&fov=90.0&pitch=25.67&return_error_code=true&size=640x640
56,361_web_05_jpg.rf.3dd828f4bf6844845272d5aedab15387.jpg,PVweb,train,https://www.green.ch/fileadmin/_processed_/2/8/csm_DC_Aussenansicht_Campus_Datacenter_02_b048501963.jpg
57,391_web_01_jpg.rf.14d6c31b72f21c885ece100a2fc8b04a.jpg,PVweb,train,https://media.licdn.com/dms/image/v2/D4E22AQF4ODAreD50jw/feedshare-shrink_800/feedshare-shrink_800/0/1715936269680?e=2147483647&v=beta&t=JwlIv9yJB8eO2Jx2t0TdE973VjXLInAG6nxJNUS5ALo
58,358_web_02_jpg.rf.4a3b7d8ad2027ff1d6986673a91c2454.jpg,PVweb,train,https://www.titelbild.ch/projektdaten/0/0/1/5/7/15792/bilder/small/umbau-buerogebaeude_lagerstrasse-10_8953_dietikon_2.jpg
59,8031_302064134_337nopv_jpg.rf.8c9128c19f821e3887a351c354b48064.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38921012855432%2C8.48359512332502&heading=293.2052907058867&fov=120&pitch=6.491325878049988&radius=50&source=outdoor&return_error_code=true&size=1080x1080
60,453_153636_266nopv_jpg.rf.b37d9f166d0a477592f3ad86910dc6c4.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38147302446223%2C8.547517637626198&heading=287.1304540164637&fov=120&pitch=32.1658088309143&radius=50&source=outdoor&return_error_code=true&size=1080x1080
61,182_web_02_jpg.rf.da58260458ae2948304ed1534b34bb4b.jpg,PVweb,train,https://www.media.volvocars.com/image/low/35126/1_1/5
62,344_149347_164nopv_jpg.rf.1a955969006510b79ea5e711e2f17f79.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.37992477048944%2C8.528798137456988&heading=239.6681021310817&fov=120&pitch=21.743106033917016&radius=50&source=outdoor&return_error_code=true&size=1080x1080
63,128_web_00_jpg.rf.a82546a48c3572b51c94460e8f0ca917.jpg,PVweb,train,https://bipvnederland.nl/wp-content/uploads/ninja-forms/3/DSC5525.jpg
64,386_gsv_00_jpg.rf.fa5719692b4455fa090623d965e90847.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=46.9176255%2C10.0935573&heading=2.26&fov=49.6&pitch=24.51&return_error_code=true&size=640x640
65,2365_2373593_108nopv_jpg.rf.0043223610c86d6bb3c02052088b24dc.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.36338984767221%2C8.52076495681341&heading=153.86544103585845&fov=120&pitch=34.67122991689406&radius=50&source=outdoor&return_error_code=true&size=1080x1080
66,228_web_00_jpg.rf.c434ce88a46200f2abbf5287d3c00deb.jpg,PVweb,train,https://www.solaragentur.ch/files/gueller_wuerenlos_1.jpg
67,2315_2373407_101nopv_jpg.rf.9d070e247a8896930dc489b95b281f46.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.39373709957867%2C8.50945143602184&heading=184.12558470031536&fov=120&pitch=24.133395360255886&radius=50&source=outdoor&return_error_code=true&size=1080x1080
68,8010_302064069_334nopv_jpg.rf.21a5f601515668c0530ccaefdff8bf6c.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38245981432006%2C8.534468626680802&heading=265.1179529721454&fov=120&pitch=30.601961014839574&radius=50&source=outdoor&return_error_code=true&size=1080x1080
69,152_gsv_00_jpg.rf.9798709d1778c8f84b137f66bae956ba.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=50.0311991%2C22.0116759&heading=65.25&fov=50.1&pitch=9.48&return_error_code=true&size=640x640
70,353_web_05_jpg.rf.b84b276ac20cecd6c220e9ff7279a726.jpg,PVweb,train,https://schraner-fenster.ch/wp-content/uploads/2020/10/201009_Effretikon_EBZ-Erweiterung_4884_web.jpg
71,4289_302019808_226nopv_jpg.rf.ac9890b1b3bfadcc16cafd7b749dc934.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.39642618911993%2C8.50322462249537&heading=35.92919168937313&fov=120&pitch=22.39159443395099&radius=50&source=outdoor&return_error_code=true&size=1080x1080
72,232_web_00_jpg.rf.4f8f1f2ac833ab368cd75b53c86342fc.jpg,PVweb,train,https://www.bipv.ch/images/esempi/residenziale/PalazzoPositivo_Chiasso/01.jpg
73,225_145288_084nopv_jpg.rf.46e6db3824e27eccf81ca847ed792c40.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.36226803479368%2C8.51627387969839&heading=110.77954727215344&fov=120&pitch=19.528398670299687&radius=50&source=outdoor&return_error_code=true&size=1080x1080
74,007_gsv_00_jpg.rf.371686ffef1f2b81732b3ad5fa073895.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.2179945%2C9.6638603&heading=326.89&fov=90.0&pitch=0.05&return_error_code=true&size=640x640
75,35_jpg.rf.d1287608c74684ef48b0941e87f175bd.jpg,noPVweb,train,
76,302_web_02_jpg.rf.b46f8d1f8f3674348fdaedcb1fc8390d.jpg,PVweb,train,https://gfethers.com.au/wp-content/uploads/2022/01/SKALA-Black_-Wohnpark-Mariendorf_Leo-Seidel_1.jpg
77,105_jpg.rf.acf577466d4fd4c1c9a1c1ec54dd162c.jpg,noPVweb,train,
78,8119_302064392_341nopv_jpg.rf.88f2480265bdee9a30175babc4cf2d9e.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.41102176735237%2C8.535259639482815&heading=296.70591665207337&fov=120&pitch=19.550020371793714&radius=50&source=outdoor&return_error_code=true&size=1080x1080
79,093_gsv_00_jpg.rf.6ce118534c2fa90a67dced124c133117.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=46.4949982%2C11.3543773&heading=28.75&fov=74.1&pitch=22.03&return_error_code=true&size=640x640
80,196_web_00_jpg.rf.a76ae23e684482e896cfef98979acb35.jpg,PVweb,train,https://solarchitecture.ch/wp-content/uploads/2019/06/65_view-of-the-building.jpg
81,67_jpg.rf.5a79fae0b8ee129ddef64af26d91d67e.jpg,noPVweb,train,
82,239_web_00_jpg.rf.bd2b0d367e7249e5bc12f95448d6aee2.jpg,PVweb,train,https://solarchitecture.ch/wp-content/uploads/2023/06/main-image_v2.jpg
83,6031_302034029_282nopv_jpg.rf.49e6f585893f9070ceef46e219091679.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.41314866748444%2C8.534111702984045&heading=175.01398581728205&fov=120&pitch=13.4716636721426&radius=50&source=outdoor&return_error_code=true&size=1080x1080
84,86_jpg.rf.2b2a4407e2ce75fa5fc92bc051928f52.jpg,noPVweb,train,
85,2424_2373778_120nopv_jpg.rf.d3a81f8e8cf84f53079ad659e7c6797d.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.42924660882069%2C8.546336881487&heading=210.94745278004643&fov=120&pitch=3.2336873047479107&radius=50&source=outdoor&return_error_code=true&size=1080x1080
86,8358_302065050_354nopv_jpg.rf.273dd547d5fecad6906799b07b64c417.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.37719935018091%2C8.491306970939805&heading=328.7875061129238&fov=120&pitch=20.149912417893116&radius=50&source=outdoor&return_error_code=true&size=1080x1080
87,462_153961_272nopv_jpg.rf.ae2346392838c7594308c1c0238440f3.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38441260557926%2C8.550244362137802&heading=333.58576049462147&fov=120&pitch=17.993520785637827&radius=50&source=outdoor&return_error_code=true&size=1080x1080
88,074_web_01_jpg.rf.003cd5171976e51e104fdc583934e1ef.jpg,PVweb,train,https://www.schueco.com/resource/blob/221078/8ffc60f47bca6f68a4b41fa236ba1a50/2203a02-02-01-data.jpg
89,218_web_00_jpg.rf.e543e1816ec3ac107cf01409f6dcfb4d.jpg,PVweb,train,https://images.squarespace-cdn.com/content/v1/5e85a71f7eb03a366c4671dd/1597418538144-YWMDYH2TLRHHGXL0O610/Ecolite-Hinterl%C3%BCftete-Fassadensysteme-Seewadelstrasse-0.jpg
90,196_web_01_jpg.rf.d41e2ac9440ae2166ee3e8042d1d4f47.jpg,PVweb,train,https://solarchitecture.ch/wp-content/uploads/2019/06/2_DeltaROSSO-1.jpg
91,231_web_00_jpg.rf.209d75531f34af63b40b60242fddec74.jpg,PVweb,train,https://www.solaragentur.ch/files/schweizer_solarpreis_2018_peb-mfh_sonnenparkplus_wetzikon1.jpg
92,2112_2365509_041nopv_jpg.rf.07d43b11b8aca72e0b7cec43e13ab21e.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.39320508608775%2C8.494527849980201&heading=225.0785826672231&fov=120&pitch=8.454165785893098&radius=50&source=outdoor&return_error_code=true&size=1080x1080
93,037_gsv_00_jpg.rf.a9b5306ed08e785391d0139aab4fcab8.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=55.4029821%2C11.3682921&heading=356.97&fov=63.4&pitch=7.67&return_error_code=true&size=640x640
94,103_jpg.rf.3adbf5ff4a91ebc8892ea2b2c8973bbe.jpg,noPVweb,train,
95,132_web_00_jpg.rf.0f90e677cd81bede33388b6d2c9f6a4c.jpg,PVweb,train,https://integratedpv.eurac.edu/sites/default/files/casi-studio/field_image/Apartment%20buildings%20with%20renovated%20fa%C3%A7ades%20and%20BIPV.JPG
96,2254_2372494_081nopv_jpg.rf.8bc6650cd9377c457996fc21144a37e9.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.37722966091373%2C8.54428405178294&heading=284.66547695572103&fov=120&pitch=37.47655962835872&radius=50&source=outdoor&return_error_code=true&size=1080x1080
97,028_gsv_00_jpg.rf.dd9351028a7d7f0d4012f7ad91c69b06.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=49.2658333%2C-123.244445&heading=185.93&fov=72.4&pitch=13.42&return_error_code=true&size=640x640
98,347_149510_165nopv_jpg.rf.1cfdc4e1a9c0328a4ee4356e309ef4a8.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38113158283417%2C8.507445322489257&heading=205.4627622522937&fov=120&pitch=26.954782824189053&radius=50&source=outdoor&return_error_code=true&size=1080x1080
99,216_web_02_jpg.rf.d9307965f46eaa13f73200fa359a5439.jpg,PVweb,train,https://solarchitecture.ch/wp-content/uploads/2021/05/East-facade.jpg
100,171_web_00_jpg.rf.bbc9de41cb332a6a6c4c2de632a7d0d1.jpg,PVweb,train,https://cdnassets.hw.net/dims4/GG/847a7a5/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F45%2F91%2F5f506dc14a52acb483c44ff93363%2Ftmp3d69-2etmp-tcm20-138024.jpg
101,2119_2365688_043nopv_jpg.rf.1a4d053b103e4ab5ddeb867cde931565.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.38837238643878%2C8.484473322778591&heading=313.7405753870456&fov=120&pitch=41.94688887509022&radius=50&source=outdoor&return_error_code=true&size=1080x1080
102,185_144181_008nopv_jpg.rf.fc3f4ad385007a7221b0d5b824aa551c.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.36041211164758%2C8.52641631875229&heading=173.9186581272126&fov=120&pitch=34.38921719157581&radius=50&source=outdoor&return_error_code=true&size=1080x1080
103,152_web_00_jpg.rf.ece9d4ae5ab69e559f53b9c8f81592ab.jpg,PVweb,train,https://www.bipv.ch/images/esempi/altro/WSPIA/WSPiA_1.jpg
104,382_web_01_jpg.rf.cbb2db2730a2c093228c1d34611fe579.jpg,PVweb,train,https://www.mgt-esys.at/wp-content/uploads/2024/05/Indach-1.jpg
105,335_149098_158nopv_jpg.rf.6679828dae4162f528b0ce13e80a39fe.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.37767966248329%2C8.527308522916794&heading=208.07188402662558&fov=120&pitch=31.954591670064143&radius=50&source=outdoor&return_error_code=true&size=1080x1080
106,4297_302019902_228nopv_jpg.rf.8a0e722b88502c6edfb78f044fa6ba33.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.36578233842617%2C8.525489214481496&heading=89.7803066242861&fov=120&pitch=24.04677775916108&radius=50&source=outdoor&return_error_code=true&size=1080x1080
107,302_web_03_jpg.rf.00e0abe951099c4b77ae96c8b980d1c6.jpg,PVweb,train,https://gfethers.com.au/wp-content/uploads/2022/01/SKALA-Black_-Wohnpark-Mariendorf_Leo-Seidel_3-1200x621.jpg
108,238_146235_114nopv_jpg.rf.497bb6665cf42ee0f902aef89773fcbe.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.35840279982084%2C8.49801235998218&heading=230.671309266605&fov=120&pitch=11.667986501301051&radius=50&source=outdoor&return_error_code=true&size=1080x1080
109,277_web_01_jpg.rf.f55e719353a27e6a9befced26cc46dfe.jpg,PVweb,train,https://www.ldn.co.uk/assets/Managed/ProjectGalleries/142-new-project-page/_resampled/ScaleWidthWyI4NTAiXQ/Appleton-003.jpg
110,194_web_00_jpg.rf.b3a7fad300d30f06f764948fffc60516.jpg,PVweb,train,https://lh3.googleusercontent.com/p/AF1QipMHHmjjpXrYsOm4ZtSRoou-WoM_TJEhUL1h0BZi=s680-w680-h510
111,070_web_01_jpg.rf.074a212ea7349bc8fe5f24e1d38d0887.jpg,PVweb,train,https://www.schueco.com/resource/blob/74706/d91ddfce36bcbeec3d12699c117000a5/2118a04-data.jpg
112,322_web_05_jpg.rf.3cb9e369932367bf8f296eb77acb9c8c.jpg,PVweb,train,https://arento.ch/application/files/4916/5294/3613/arento_ag-nachhaltige_architektur_Plusenergiehaus_Solarfassade_Holzbalkone.jpg#overlay
113,319_gsv_00_jpg.rf.2b2291318e47edd6a5aead3b7fcb8538.jpg,PVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.4286781%2C8.5797488&heading=284.34&fov=48.7&pitch=8.16&return_error_code=true&size=640x640
114,14_140730_001nopv_jpg.rf.62752a4c5c23d609c14beac95fbc736f.jpg,noPVgsv,train,https://maps.googleapis.com/maps/api/streetview?key=API_KEY_HERE&location=47.372078958318%2C8.541506871088705&heading=23.65099585080496&fov=120&pitch=45.11209501227998&radius=50&source=outdoor&return_error_code=true&size=1080x1080
